measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,metric_id,metric_name,year,val,upper,lower
44,Population,55,Slovenia,3,Both,22,All ages,1,Number,2021,2069651.4753263285,2250793.2766007916,1886194.5781478162
44,Population,151,Qatar,3,Both,22,All ages,1,Number,2021,2977061.6581526045,3202316.8632565895,2745803.753361936
44,Population,155,Türkiye,3,Both,22,All ages,1,Number,2021,83612044.78503373,89962271.62394725,77066024.70056027
44,Population,118,Suriname,3,Both,22,All ages,1,Number,2021,579247.1178923211,654214.5184952833,509737.4901274248
44,Population,59,Latvia,3,Both,22,All ages,1,Number,2021,1870327.8878070735,2049369.467264938,1698115.6199053843
44,Population,191,Zambia,3,Both,22,All ages,1,Number,2021,19515270.819604464,22270714.44229856,16771952.745493816
44,Population,63,Ukraine,3,Both,22,All ages,1,Number,2021,43077810.631947994,51395396.64240336,34632975.19925576
44,Population,163,India,3,Both,22,All ages,1,Number,2021,1414494974.7598395,1601508372.6877296,1240240733.506287
44,Population,122,Ecuador,3,Both,22,All ages,1,Number,2021,18065389.118202906,20500166.529334858,15504935.12188556
44,Population,67,Japan,3,Both,22,All ages,1,Number,2021,127697459.9998416,137074973.1482044,117991632.34491302
44,Population,171,Democratic Republic of the Congo,3,Both,22,All ages,1,Number,2021,90017763.65563431,117854096.31736907,62962648.589865655
44,Population,195,Namibia,3,Both,22,All ages,1,Number,2021,2431170.480528513,2728224.934369784,2093282.8756424843
44,Population,126,Costa Rica,3,Both,22,All ages,1,Number,2021,4747895.741578532,5342815.170380456,4175001.503938851
44,Population,71,Australia,3,Both,22,All ages,1,Number,2021,25791946.413043674,27547911.797256637,24001015.462653127
44,Population,175,Burundi,3,Both,22,All ages,1,Number,2021,13220294.446359903,15001244.543275578,11338577.983370773
44,Population,212,Mauritania,3,Both,22,All ages,1,Number,2021,4396234.460746025,4929404.822321572,3881619.877464812
44,Population,179,Ethiopia,3,Both,22,All ages,1,Number,2021,108937999.59866266,125473999.94430314,91826938.75145864
44,Population,13,Malaysia,3,Both,22,All ages,1,Number,2021,31812225.56602002,35985020.18796437,27220297.08226804
44,Population,216,Senegal,3,Both,22,All ages,1,Number,2021,15859552.133560136,17615561.069985464,14008753.749306055
44,Population,183,Mauritius,3,Both,22,All ages,1,Number,2021,1271963.5623134053,1438764.7057809068,1101482.0850323618
44,Population,130,Mexico,3,Both,22,All ages,1,Number,2021,129275998.55331896,139133150.77246922,119311468.78921567
44,Population,17,Sri Lanka,3,Both,22,All ages,1,Number,2021,22270054.60069326,25034666.307417914,19443653.35000718
44,Population,187,Somalia,3,Both,22,All ages,1,Number,2021,21606520.73620373,27029565.947530568,15578671.90374346
44,Population,203,Cabo Verde,3,Both,22,All ages,1,Number,2021,559262.0213681902,634089.6173432812,487318.5823271375
44,Population,8,Taiwan (Province of China),3,Both,22,All ages,1,Number,2021,23636689.389643572,25874973.005263,21438868.146974284
44,Population,196,South Africa,3,Both,22,All ages,1,Number,2021,56854390.8819113,64282749.48399309,49726885.604080014
44,Population,12,Lao People's Democratic Republic,3,Both,22,All ages,1,Number,2021,7377551.997803917,8098027.4546314115,6610424.741425439
44,Population,200,Benin,3,Both,22,All ages,1,Number,2021,13499174.524550674,15141762.296495182,11844120.646655126
44,Population,25,Micronesia (Federated States of),3,Both,22,All ages,1,Number,2021,102577.76867797336,116389.1279910822,89529.10628217201
44,Population,207,Ghana,3,Both,22,All ages,1,Number,2021,34245939.473339796,38853934.173341826,29711006.032713152
44,Population,16,Philippines,3,Both,22,All ages,1,Number,2021,113249535.759155,125282399.05305728,100303823.1432519
44,Population,29,Tonga,3,Both,22,All ages,1,Number,2021,106299.51296426675,116609.38617671838,95995.26709919993
44,Population,204,Chad,3,Both,22,All ages,1,Number,2021,17749358.629791237,20274989.85304513,15191471.77320198
44,Population,349,Greenland,3,Both,22,All ages,1,Number,2021,56102.51322357924,61145.45423677272,50733.350157372704
44,Population,20,Viet Nam,3,Both,22,All ages,1,Number,2021,100267854.26116905,107845183.71795948,92291803.2765285
44,Population,208,Guinea,3,Both,22,All ages,1,Number,2021,13429750.833634403,14955042.505403062,11962021.094661621
44,Population,211,Mali,3,Both,22,All ages,1,Number,2021,24104148.76517388,27474125.781874143,20612795.036742404
44,Population,33,Armenia,3,Both,22,All ages,1,Number,2021,2995279.7135873693,3376266.7420489728,2604674.3959312374
44,Population,144,Jordan,3,Both,22,All ages,1,Number,2021,12324575.432837205,13681374.200605698,11066346.077432603
44,Population,76,Belgium,3,Both,22,All ages,1,Number,2021,11469271.627594747,12561517.087056167,10320426.203546602
44,Population,367,Monaco,3,Both,22,All ages,1,Number,2021,37863.4503420581,41437.0409750515,34284.375045827066
44,Population,24,Marshall Islands,3,Both,22,All ages,1,Number,2021,56273.10085284405,63648.03618765439,49161.33680464198
44,Population,37,Kyrgyzstan,3,Both,22,All ages,1,Number,2021,6863084.431152706,7899538.141373234,5856714.544750123
44,Population,380,Palau,3,Both,22,All ages,1,Number,2021,18096.845487079594,20086.870381577435,16198.500276224488
44,Population,80,France,3,Both,22,All ages,1,Number,2021,66389876.7366756,73473154.47333284,59549226.11453703
44,Population,28,Solomon Islands,3,Both,22,All ages,1,Number,2021,683564.3095482873,779645.0436240009,578576.3488723417
44,Population,215,Sao Tome and Principe,3,Both,22,All ages,1,Number,2021,216618.02313005872,243019.15170589235,191041.89140944346
44,Population,41,Uzbekistan,3,Both,22,All ages,1,Number,2021,34232868.959930085,43631415.31731381,24498092.24624667
44,Population,413,Tokelau,3,Both,22,All ages,1,Number,2021,1370.9659633167146,1504.7447194833528,1237.9141823863315
44,Population,522,Sudan,3,Both,22,All ages,1,Number,2021,43419045.80622332,49713598.55527502,36966644.42598278
44,Population,148,Morocco,3,Both,22,All ages,1,Number,2021,37176612.160753556,41310394.298643716,33141794.28266725
44,Population,84,Ireland,3,Both,22,All ages,1,Number,2021,4941374.273902571,5452076.759186971,4419867.804188848
44,Population,45,Bulgaria,3,Both,22,All ages,1,Number,2021,6786933.061145688,7429410.654673207,6074924.518411855
44,Population,88,Malta,3,Both,22,All ages,1,Number,2021,442219.10948240495,500123.1608267808,384463.3037069965
44,Population,36,Kazakhstan,3,Both,22,All ages,1,Number,2021,18955521.200844068,20835250.869352378,17030120.573406562
44,Population,49,North Macedonia,3,Both,22,All ages,1,Number,2021,2176435.003604734,2587977.966500055,1797240.18158394
44,Population,152,Saudi Arabia,3,Both,22,All ages,1,Number,2021,37704187.978117056,43016965.28537044,32634616.694943313
44,Population,92,Spain,3,Both,22,All ages,1,Number,2021,45549328.184396826,49913168.14617333,40964563.407357454
44,Population,40,Turkmenistan,3,Both,22,All ages,1,Number,2021,5158372.87954372,5701718.542444599,4621607.432912812
44,Population,53,Serbia,3,Both,22,All ages,1,Number,2021,8919508.964871261,10032942.199201856,7752148.3179723825
44,Population,77,Cyprus,3,Both,22,All ages,1,Number,2021,1357775.9459904504,1539457.040897745,1173239.9200403376
44,Population,156,United Arab Emirates,3,Both,22,All ages,1,Number,2021,9631150.806405421,11218511.431702062,7899622.145716717
44,Population,44,Bosnia and Herzegovina,3,Both,22,All ages,1,Number,2021,3302863.695245446,3694138.1569749434,2900611.233033929
44,Population,57,Belarus,3,Both,22,All ages,1,Number,2021,9324657.46768948,10621558.949765274,8020721.155037568
44,Population,81,Germany,3,Both,22,All ages,1,Number,2021,85371847.51614104,93978840.99584109,76247521.05928843
44,Population,48,Hungary,3,Both,22,All ages,1,Number,2021,9597310.37319277,10869060.779069297,8426135.618159285
44,Population,213,Niger,3,Both,22,All ages,1,Number,2021,25038186.779425785,28030938.55071919,21889055.877916556
44,Population,61,Republic of Moldova,3,Both,22,All ages,1,Number,2021,3593444.2054054877,4191588.1128126346,2972774.5249712276
44,Population,85,Israel,3,Both,22,All ages,1,Number,2021,9593936.117063446,11047978.884862633,8199821.314736913
44,Population,217,Sierra Leone,3,Both,22,All ages,1,Number,2021,8867262.190756537,9808429.554781152,7943953.244554515
44,Population,160,Afghanistan,3,Both,22,All ages,1,Number,2021,31222195.762415607,40881780.52689901,21632037.39875024
44,Population,52,Romania,3,Both,22,All ages,1,Number,2021,18938555.14908574,21513218.771333408,16520169.004624918
44,Population,320,Cook Islands,3,Both,22,All ages,1,Number,2021,17747.515075922067,19424.429830674308,16038.297232920653
44,Population,108,Belize,3,Both,22,All ages,1,Number,2021,429074.7047737778,488949.0569413209,368797.2120923202
44,Population,89,Netherlands,3,Both,22,All ages,1,Number,2021,17210661.798023704,18893093.03740577,15589211.532735499
44,Population,69,Singapore,3,Both,22,All ages,1,Number,2021,5727285.71483976,6195767.877559208,5261603.787675657
44,Population,93,Sweden,3,Both,22,All ages,1,Number,2021,10373513.223420853,11397179.623533916,9389199.317097997
44,Population,60,Lithuania,3,Both,22,All ages,1,Number,2021,2728300.437598287,3006130.360949129,2476071.665097556
44,Population,164,Nepal,3,Both,22,All ages,1,Number,2021,31129811.76450214,35331101.60437354,27339630.838119645
44,Population,112,Grenada,3,Both,22,All ages,1,Number,2021,102626.50301757905,115645.10890103095,88891.13032509753
44,Population,97,Argentina,3,Both,22,All ages,1,Number,2021,45487217.34507201,51849604.71988146,39214792.92560387
44,Population,298,American Samoa,3,Both,22,All ages,1,Number,2021,49758.64025803438,53224.78900831997,45813.93250718513
44,Population,116,Saint Lucia,3,Both,22,All ages,1,Number,2021,177512.39689646702,201559.50399807806,152108.33444736712
44,Population,101,Canada,3,Both,22,All ages,1,Number,2021,37469206.97581572,40168301.472243264,35050804.62519704
44,Population,168,Angola,3,Both,22,All ages,1,Number,2021,32706452.127798323,36448988.379654124,29055323.993087407
44,Population,376,Northern Mariana Islands,3,Both,22,All ages,1,Number,2021,48492.16163286782,52131.22887415691,45142.093026611925
44,Population,145,Kuwait,3,Both,22,All ages,1,Number,2021,4650081.848195561,5276734.715348011,4033283.1929254434
44,Population,68,Republic of Korea,3,Both,22,All ages,1,Number,2021,51570479.88668778,55126697.01844601,47776721.32037961
44,Population,105,Antigua and Barbuda,3,Both,22,All ages,1,Number,2021,89395.66628916307,100375.51187937369,78378.70140220327
44,Population,351,Guam,3,Both,22,All ages,1,Number,2021,159196.3959350261,171207.0230660791,146540.39964371597
44,Population,149,Palestine,3,Both,22,All ages,1,Number,2021,5135588.141859239,5613349.189297305,4663348.538511306
44,Population,396,San Marino,3,Both,22,All ages,1,Number,2021,32740.07406421994,37378.354810175675,28354.713002699504
44,Population,72,New Zealand,3,Both,22,All ages,1,Number,2021,5169513.535649297,5607441.930330718,4717436.037224741
44,Population,369,Nauru,3,Both,22,All ages,1,Number,2021,11024.434578766883,12444.531247739142,9618.619150385499
44,Population,172,Equatorial Guinea,3,Both,22,All ages,1,Number,2021,1512311.9182477905,1676023.4499110742,1362658.1245247824
44,Population,109,Cuba,3,Both,22,All ages,1,Number,2021,11269529.250682566,12688113.605135694,9907104.667531425
44,Population,153,Syrian Arab Republic,3,Both,22,All ages,1,Number,2021,14030436.263615264,16227712.182726083,11466257.271066844
44,Population,128,Guatemala,3,Both,22,All ages,1,Number,2021,15767371.648009375,17143279.543324243,14359859.04674052
44,Population,113,Guyana,3,Both,22,All ages,1,Number,2021,764739.9359778903,859073.0145968365,669528.1895122365
44,Population,385,Puerto Rico,3,Both,22,All ages,1,Number,2021,3294345.478258304,3534627.531643827,3047902.748463155
44,Population,157,Yemen,3,Both,22,All ages,1,Number,2021,33643472.508213736,39518802.6131516,28178524.166758984
44,Population,132,Panama,3,Both,22,All ages,1,Number,2021,4292001.10539647,4867069.292477211,3695473.4304419765
44,Population,176,Comoros,3,Both,22,All ages,1,Number,2021,744374.1434898687,881778.756232837,611530.6445001855
44,Population,117,Saint Vincent and the Grenadines,3,Both,22,All ages,1,Number,2021,114075.2638159588,128987.83125556221,100055.52868028343
44,Population,214,Nigeria,3,Both,22,All ages,1,Number,2021,231165679.26551884,257993770.7806085,205604086.282828
44,Population,416,Tuvalu,3,Both,22,All ages,1,Number,2021,12367.088237351887,13990.825342706716,10820.906976686258
44,Population,161,Bangladesh,3,Both,22,All ages,1,Number,2021,164636116.46495664,185759720.34608167,142940112.90520614
44,Population,136,Paraguay,3,Both,22,All ages,1,Number,2021,7168840.81597591,8461246.842206737,5861334.229514281
44,Population,218,Togo,3,Both,22,All ages,1,Number,2021,8370929.820574667,9504242.01277687,7164863.537073784
44,Population,435,South Sudan,3,Both,22,All ages,1,Number,2021,9672522.38198006,11041227.789966302,8121993.113447769
44,Population,121,Bolivia (Plurinational State of),3,Both,22,All ages,1,Number,2021,11797128.171828238,13298028.337207498,10327145.39223942
44,Population,165,Pakistan,3,Both,22,All ages,1,Number,2021,235553608.2681269,256773158.110826,215431755.2546631
44,Population,180,Kenya,3,Both,22,All ages,1,Number,2021,50062395.97660273,54034005.5168539,46231257.64852334
44,Population,125,Colombia,3,Both,22,All ages,1,Number,2021,49060425.68632399,53498002.264875434,44536606.35098575
44,Population,140,Bahrain,3,Both,22,All ages,1,Number,2021,1529596.6255871265,1647048.0799198893,1421377.2969489815
44,Population,169,Central African Republic,3,Both,22,All ages,1,Number,2021,5484134.941096101,6406586.35968794,4506528.456104834
44,Population,129,Honduras,3,Both,22,All ages,1,Number,2021,10110155.809351342,11286342.373736745,8912380.645508867
44,Population,173,Gabon,3,Both,22,All ages,1,Number,2021,1816084.409872113,2015198.4104459856,1607169.6817991475
44,Population,184,Mozambique,3,Both,22,All ages,1,Number,2021,31072654.145003382,33939675.6112246,28240954.19718115
44,Population,305,Bermuda,3,Both,22,All ages,1,Number,2021,63540.84783301026,69909.4617430591,57360.11724571674
44,Population,133,Venezuela (Bolivarian Republic of),3,Both,22,All ages,1,Number,2021,26628840.09089164,30072907.258645076,22960496.63024296
44,Population,177,Djibouti,3,Both,22,All ages,1,Number,2021,1258686.5301054288,1448434.9698784773,1082148.8787088743
44,Population,181,Madagascar,3,Both,22,All ages,1,Number,2021,28557424.54192332,30955578.61034812,26054185.46210595
44,Population,189,United Republic of Tanzania,3,Both,22,All ages,1,Number,2021,58447852.23101066,65494258.165229514,51503678.57622732
44,Population,374,Niue,3,Both,22,All ages,1,Number,2021,1671.6725251701039,1880.7823245985473,1458.2433787305392
44,Population,141,Egypt,3,Both,22,All ages,1,Number,2021,105627445.13524412,115666234.39477098,95744596.69038205
44,Population,185,Rwanda,3,Both,22,All ages,1,Number,2021,13270032.608888976,14948517.759217901,11517054.614975113
44,Population,393,Saint Kitts and Nevis,3,Both,22,All ages,1,Number,2021,58645.290542004994,69620.19135105186,48502.72370586917
44,Population,193,Botswana,3,Both,22,All ages,1,Number,2021,2393256.1212177165,2709962.533993291,2078718.196616324
44,Population,190,Uganda,3,Both,22,All ages,1,Number,2021,43315052.99841558,48316063.599537194,38655466.146429166
44,Population,422,United States Virgin Islands,3,Both,22,All ages,1,Number,2021,85901.89978003445,91883.49995607027,79789.94648603776
44,Population,194,Lesotho,3,Both,22,All ages,1,Number,2021,1874384.8583076475,2067368.9117143168,1683990.6320829145
44,Population,197,Eswatini,3,Both,22,All ages,1,Number,2021,1155236.3341380958,1261624.7868055343,1029477.3721826526
44,Population,198,Zimbabwe,3,Both,22,All ages,1,Number,2021,15595373.71946637,17465381.021415137,13802194.397044566
44,Population,201,Burkina Faso,3,Both,22,All ages,1,Number,2021,22761130.07422611,24635646.02681674,20947809.372540966
44,Population,202,Cameroon,3,Both,22,All ages,1,Number,2021,31779632.65386256,37155144.6670339,26654453.696512714
44,Population,205,Côte d'Ivoire,3,Both,22,All ages,1,Number,2021,27861875.5361122,31146596.903091963,24857066.44059437
44,Population,206,Gambia,3,Both,22,All ages,1,Number,2021,2394154.539320475,2684612.899245529,2109351.543035955
44,Population,209,Guinea-Bissau,3,Both,22,All ages,1,Number,2021,2063911.2208920193,2338904.0720004747,1780340.5229450925
44,Population,210,Liberia,3,Both,22,All ages,1,Number,2021,5459481.26411223,6313008.008942367,4606604.695408734
44,Population,6,China,3,Both,22,All ages,1,Number,2021,1422745952.8526049,1530462332.8937607,1318759193.783689
44,Population,10,Cambodia,3,Both,22,All ages,1,Number,2021,17044077.39323212,19613597.602826316,14539297.516522542
44,Population,14,Maldives,3,Both,22,All ages,1,Number,2021,517207.7094890522,570790.8502847763,455921.80286553333
44,Population,18,Thailand,3,Both,22,All ages,1,Number,2021,66683246.22961923,75921265.65156054,57543288.12119549
44,Population,22,Fiji,3,Both,22,All ages,1,Number,2021,924473.9847126518,1016052.522357337,838872.6351342468
44,Population,26,Papua New Guinea,3,Both,22,All ages,1,Number,2021,10461571.553084733,11786517.493730396,9096327.598167602
44,Population,30,Vanuatu,3,Both,22,All ages,1,Number,2021,312981.88638614654,336241.7438375516,290710.7252858648
44,Population,34,Azerbaijan,3,Both,22,All ages,1,Number,2021,10500168.38135049,11992893.703692816,9081637.48116128
44,Population,38,Mongolia,3,Both,22,All ages,1,Number,2021,3336292.9094930924,3580148.274043013,3084522.069340751
44,Population,46,Croatia,3,Both,22,All ages,1,Number,2021,4208639.425213091,4748096.071570261,3675819.9706130875
44,Population,50,Montenegro,3,Both,22,All ages,1,Number,2021,618060.3127515384,701051.6457467177,540273.8064298389
44,Population,54,Slovakia,3,Both,22,All ages,1,Number,2021,5429455.079845927,5959556.978209405,4895792.825000427
44,Population,58,Estonia,3,Both,22,All ages,1,Number,2021,1310833.8831970918,1432717.5912105546,1188263.9740187947
44,Population,62,Russian Federation,3,Both,22,All ages,1,Number,2021,144853838.7501741,163580565.15592572,124993275.5559754
44,Population,66,Brunei Darussalam,3,Both,22,All ages,1,Number,2021,451135.751327325,509670.0339010918,393807.0971892489
